Brazil,Serie_A,2020,30/08/2020,22:00,Atletico_GO,Ceara,0,2,A,2.5,3.12,3.03,2.6,3.35,3.2,2.46,3.08,3
Brazil,Serie_A,2020,02/09/2020,23:00,Ceara,Fortaleza,1,0,H,2.65,2.93,3.06,2.74,3.07,3.24,2.57,2.89,2.99
Brazil,Serie_A,2020,02/09/2020,23:15,Fluminense,Atletico_GO,1,1,D,1.74,3.48,5.38,1.82,3.54,6.35,1.73,3.38,5.19
Brazil,Serie_A,2020,02/09/2020,23:15,Goias,Corinthians,1,2,A,3.42,3.1,2.32,3.55,3.26,2.42,3.32,3.03,2.3
Brazil,Serie_A,2020,03/09/2020,00:30,Athletico-PR,Bragantino,1,1,D,2.38,3.32,3.08,2.54,3.36,3.22,2.35,3.18,3.06
Brazil,Serie_A,2020,03/09/2020,00:30,Bahia,Flamengo_RJ,3,5,A,3.35,3.15,2.32,3.52,3.28,2.42,3.28,3.1,2.28
Brazil,Serie_A,2020,03/09/2020,00:30,Botafogo_RJ,Coritiba,0,0,D,2.15,3.23,3.68,2.24,3.34,3.9,2.13,3.13,3.62
Brazil,Serie_A,2020,03/09/2020,01:30,Palmeiras,Internacional,1,1,D,1.96,3.08,4.75,2.04,3.4,4.9,1.95,3.07,4.45
Brazil,Serie_A,2020,03/09/2020,01:30,Santos,Vasco,2,2,D,1.69,3.88,5.06,1.77,3.96,5.6,1.7,3.7,4.9
Brazil,Serie_A,2020,03/09/2020,23:00,Gremio,Sport_Recife,1,2,A,1.36,4.85,9.14,1.43,5.05,10.5,1.38,4.53,8.45
Brazil,Serie_A,2020,04/09/2020,00:00,Atletico-MG,Sao_Paulo,3,0,H,2.03,3.27,4.07,2.08,3.5,4.2,2,3.22,3.9
Brazil,Serie_A,2020,05/09/2020,21:00,Flamengo_RJ,Fortaleza,2,1,H,1.45,4.46,7.41,1.49,4.65,8.6,1.44,4.3,7.11
Brazil,Serie_A,2020,05/09/2020,23:00,Corinthians,Botafogo_RJ,2,2,D,1.79,3.46,5.04,1.89,3.6,5.7,1.79,3.37,4.79
Brazil,Serie_A,2020,06/09/2020,01:00,Ceara,Santos,0,1,A,2.07,3.24,3.92,2.11,3.48,4.1,2.04,3.22,3.81
Brazil,Serie_A,2020,06/09/2020,15:00,Bragantino,Palmeiras,1,2,A,3.29,3.14,2.36,3.46,3.24,2.47,3.24,3.07,2.32
Brazil,Serie_A,2020,06/09/2020,20:00,Internacional,Bahia,2,2,D,1.58,3.86,6.4,1.61,4.3,7.1,1.55,3.81,6.28
Brazil,Serie_A,2020,06/09/2020,20:00,Sao_Paulo,Fluminense,3,1,H,1.91,3.24,4.7,1.96,3.48,4.95,1.88,3.23,4.49
Brazil,Serie_A,2020,06/09/2020,22:00,Vasco,Athletico-PR,1,0,H,2.35,3.11,3.34,2.45,3.24,3.5,2.31,3.05,3.29
Brazil,Serie_A,2020,06/09/2020,23:00,Atletico_GO,Gremio,1,1,D,5,3.32,1.83,5.25,3.44,1.92,4.83,3.28,1.81
Brazil,Serie_A,2020,07/09/2020,00:30,Coritiba,Atletico-MG,0,1,A,4.95,3.8,1.71,5.5,3.86,1.78,4.79,3.64,1.72
Brazil,Serie_A,2020,07/09/2020,00:30,Sport_Recife,Goias,2,1,H,1.98,3.15,4.5,2.04,3.5,4.75,1.91,3.21,4.34
Brazil,Serie_A,2020,09/09/2020,21:30,Athletico-PR,Botafogo_RJ,1,1,D,1.75,3.54,5.26,1.86,3.68,5.26,1.77,3.42,4.73
Brazil,Serie_A,2020,09/09/2020,22:00,Fortaleza,Sport_Recife,1,0,H,1.97,3.35,4.26,2.07,3.4,4.45,1.95,3.21,4.13
Brazil,Serie_A,2020,09/09/2020,22:00,Goias,Coritiba,3,3,D,2.62,3.06,3.04,2.64,3.1,3.32,2.52,2.94,3
Brazil,Serie_A,2020,09/09/2020,23:15,Sao_Paulo,Bragantino,1,1,D,2.07,3.4,3.8,2.12,3.55,4.1,2.03,3.32,3.66
Brazil,Serie_A,2020,10/09/2020,01:30,Fluminense,Flamengo_RJ,1,2,A,5.54,3.83,1.66,6.1,4,1.7,5.46,3.71,1.63
Brazil,Serie_A,2020,10/09/2020,01:30,Santos,Atletico-MG,3,1,H,4.41,3.99,1.77,4.5,4.2,1.85,4.2,3.85,1.76
Brazil,Serie_A,2020,10/09/2020,23:15,Bahia,Gremio,0,2,A,3.81,3.24,2.14,4,3.29,2.25,3.66,3.13,2.11
Brazil,Serie_A,2020,10/09/2020,23:15,Corinthians,Palmeiras,0,2,A,3.88,2.96,2.25,4.05,3.21,2.33,3.72,2.9,2.2
Brazil,Serie_A,2020,10/09/2020,23:15,Internacional,Ceara,2,0,H,1.7,3.46,5.96,1.75,3.71,6.6,1.68,3.38,5.69
Brazil,Serie_A,2020,11/09/2020,01:00,Vasco,Atletico_GO,1,2,A,2.2,3.18,3.71,2.28,3.3,3.9,2.16,3.06,3.64
Brazil,Serie_A,2020,12/09/2020,20:30,Athletico-PR,Coritiba,1,0,H,2.01,3.14,4.58,2.03,3.44,4.9,1.96,3.11,4.31
Brazil,Serie_A,2020,12/09/2020,23:00,Santos,Sao_Paulo,2,2,D,3.38,3.35,2.27,3.44,3.45,2.45,3.2,3.22,2.27
Brazil,Serie_A,2020,13/09/2020,20:00,Fluminense,Corinthians,2,1,H,2.36,3.08,3.52,2.43,3.24,3.6,2.3,3.02,3.36
Brazil,Serie_A,2020,13/09/2020,20:00,Gremio,Fortaleza,1,1,D,1.61,3.85,6.42,1.64,3.9,7.3,1.59,3.67,6.18
Brazil,Serie_A,2020,13/09/2020,22:00,Atletico-MG,Bragantino,2,1,H,1.67,3.94,5.45,1.71,4.3,6,1.64,3.93,5.02
Brazil,Serie_A,2020,13/09/2020,22:00,Bahia,Atletico_GO,0,1,A,2.16,3.18,3.88,2.6,3.37,4.1,2.12,3.09,3.74
Brazil,Serie_A,2020,13/09/2020,22:00,Ceara,Flamengo_RJ,2,0,H,3.82,3.4,2.09,3.92,3.5,2.17,3.58,3.32,2.07
Brazil,Serie_A,2020,13/09/2020,22:00,Goias,Internacional,1,0,H,4.44,3.43,1.93,4.7,3.62,1.97,4.3,3.36,1.88
Brazil,Serie_A,2020,13/09/2020,23:45,Palmeiras,Sport_Recife,2,2,D,1.46,4.28,8.35,1.51,4.35,9.1,1.44,4.09,7.93
Brazil,Serie_A,2020,14/09/2020,00:30,Botafogo_RJ,Vasco,2,3,A,2.64,3.04,3.07,2.72,3.18,3.13,2.56,2.98,2.95
Brazil,Serie_A,2020,17/09/2020,01:30,Corinthians,Bahia,3,2,H,2.22,3.28,3.6,2.35,3.32,3.7,2.22,3.11,3.43
Brazil,Serie_A,2020,19/09/2020,23:00,Bragantino,Ceara,4,2,H,2.05,3.38,3.8,2.22,3.72,3.86,2.06,3.35,3.57
Brazil,Serie_A,2020,19/09/2020,23:00,Fortaleza,Internacional,1,0,H,3.01,2.88,2.83,3.05,3.1,2.89,2.88,2.84,2.74
Brazil,Serie_A,2020,20/09/2020,01:00,Atletico_GO,Atletico-MG,3,4,A,4.69,3.46,1.84,5.1,3.68,1.91,4.53,3.44,1.81
Brazil,Serie_A,2020,20/09/2020,20:00,Coritiba,Vasco,1,0,H,2.17,3.26,3.77,2.3,3.38,3.95,2.12,3.17,3.62
Brazil,Serie_A,2020,20/09/2020,20:00,Gremio,Palmeiras,1,1,D,2.5,2.97,3.38,2.65,3.1,3.38,2.51,2.88,3.16
Brazil,Serie_A,2020,20/09/2020,22:15,Botafogo_RJ,Santos,0,0,D,2.73,3.4,2.68,2.78,3.65,2.72,2.64,3.36,2.57
Brazil,Serie_A,2020,21/09/2020,00:30,Sport_Recife,Fluminense,1,0,H,2.45,3.07,3.34,2.49,3.28,3.4,2.37,3.02,3.22
Brazil,Serie_A,2020,24/09/2020,01:30,Sport_Recife,Corinthians,1,0,H,2.82,3,2.9,2.89,3.14,2.97,2.73,2.92,2.81
Brazil,Serie_A,2020,26/09/2020,23:00,Athletico-PR,Bahia,1,0,H,2.26,3.09,3.75,2.3,3.23,3.88,2.21,3.04,3.52
Brazil,Serie_A,2020,26/09/2020,23:00,Internacional,Sao_Paulo,1,1,D,2.42,3.02,3.46,2.47,3.18,3.63,2.34,2.97,3.34
Brazil,Serie_A,2020,27/09/2020,01:00,Atletico-MG,Gremio,3,1,H,1.74,3.78,5.07,1.79,3.92,5.3,1.72,3.72,4.72
Brazil,Serie_A,2020,27/09/2020,15:00,Vasco,Bragantino,1,1,D,3.32,3.46,2.26,3.4,3.46,2.33,3.19,3.33,2.22
Brazil,Serie_A,2020,27/09/2020,20:00,Palmeiras,Flamengo_RJ,1,1,D,1.31,5.6,10.54,1.31,6,13,1.26,5.58,10.3
Brazil,Serie_A,2020,27/09/2020,22:15,Atletico_GO,Botafogo_RJ,1,1,D,2.01,3.39,4.14,2.06,3.39,4.14,2,3.22,3.92
Brazil,Serie_A,2020,27/09/2020,22:15,Ceara,Goias,2,2,D,1.61,4.09,5.82,1.67,4.09,6,1.63,3.74,5.45
Brazil,Serie_A,2020,28/09/2020,00:30,Santos,Fortaleza,1,1,D,2.08,3.43,3.82,2.13,3.43,3.82,2.06,3.27,3.63
Brazil,Serie_A,2020,29/09/2020,00:00,Fluminense,Coritiba,4,0,H,1.99,3.26,4.42,2.06,3.4,4.42,1.99,3.14,4.06
Brazil,Serie_A,2020,01/10/2020,01:30,Botafogo_RJ,Bahia,1,2,A,2.65,3.32,2.82,2.69,3.37,3.04,2.57,3.18,2.76
Brazil,Serie_A,2020,01/10/2020,01:30,Corinthians,Atletico_GO,0,0,D,2.37,3.08,3.49,2.4,3.2,3.54,2.28,3.01,3.4
Brazil,Serie_A,2020,03/10/2020,21:00,Gremio,Internacional,1,1,D,2.39,2.88,3.72,2.5,3.22,3.74,2.36,2.88,3.44
Brazil,Serie_A,2020,03/10/2020,23:00,Palmeiras,Ceara,2,1,H,1.44,4.54,8.22,1.5,4.65,8.92,1.44,4.21,7.72
Brazil,Serie_A,2020,04/10/2020,01:00,Bragantino,Corinthians,0,0,D,2.21,3.34,3.55,2.24,3.43,3.75,2.13,3.28,3.48
Brazil,Serie_A,2020,04/10/2020,15:00,Botafogo_RJ,Fluminense,1,1,D,2.94,3.04,2.75,3.03,3.3,2.77,2.88,2.96,2.63
Brazil,Serie_A,2020,04/10/2020,20:00,Coritiba,Sao_Paulo,1,1,D,4.96,3.63,1.79,5.1,3.63,1.83,4.8,3.45,1.77
Brazil,Serie_A,2020,04/10/2020,20:00,Flamengo_RJ,Athletico-PR,3,1,H,1.51,4.34,6.92,1.53,4.34,7,1.5,4.12,6.38
Brazil,Serie_A,2020,04/10/2020,22:15,Bahia,Sport_Recife,1,2,A,1.88,3.45,4.69,1.95,3.5,4.78,1.85,3.36,4.4
Brazil,Serie_A,2020,04/10/2020,22:15,Fortaleza,Atletico_GO,0,0,D,2.4,3.04,3.48,2.44,3.14,3.5,2.36,2.97,3.31
Brazil,Serie_A,2020,04/10/2020,22:15,Goias,Santos,2,3,A,2.86,3.42,2.55,3.04,3.54,2.59,2.82,3.33,2.44
Brazil,Serie_A,2020,05/10/2020,00:30,Atletico-MG,Vasco,4,1,H,1.36,5.14,9.24,1.38,5.75,9.7,1.34,5.06,8.42
Brazil,Serie_A,2020,07/10/2020,23:00,Corinthians,Santos,1,1,D,2.28,3.25,3.49,2.33,3.38,3.6,2.21,3.16,3.36
Brazil,Serie_A,2020,07/10/2020,23:15,Bahia,Vasco,3,0,H,1.84,3.49,4.85,1.85,3.67,5,1.8,3.42,4.58
Brazil,Serie_A,2020,07/10/2020,23:15,Flamengo_RJ,Sport_Recife,3,0,H,1.4,4.96,8.18,1.43,5.35,9,1.39,4.76,7.43
Brazil,Serie_A,2020,07/10/2020,23:15,Gremio,Coritiba,2,1,H,1.53,3.95,7.53,1.55,4.1,8.68,1.51,3.82,7.05
Brazil,Serie_A,2020,08/10/2020,00:30,Goias,Fluminense,2,4,A,3.57,3.38,2.18,3.57,3.42,2.23,3.35,3.27,2.15
Brazil,Serie_A,2020,08/10/2020,00:30,Sao_Paulo,Atletico_GO,3,0,H,1.66,3.93,5.56,1.71,4,6.46,1.63,3.74,5.36
Brazil,Serie_A,2020,08/10/2020,01:30,Botafogo_RJ,Palmeiras,2,1,H,4.12,3.24,2.07,4.29,3.3,2.1,3.94,3.16,2.01
Brazil,Serie_A,2020,08/10/2020,01:30,Fortaleza,Atletico-MG,2,1,H,4.09,3.6,1.95,4.2,3.92,1.98,3.99,3.54,1.88
Brazil,Serie_A,2020,08/10/2020,23:00,Athletico-PR,Ceara,0,0,D,2.1,3.27,3.97,2.11,3.53,4.04,2.03,3.23,3.78
Brazil,Serie_A,2020,09/10/2020,01:00,Bragantino,Internacional,0,2,A,2.93,3.06,2.74,2.99,3.2,2.74,2.84,2.96,2.65
Brazil,Serie_A,2020,10/10/2020,21:00,Vasco,Flamengo_RJ,1,2,A,5.38,3.91,1.68,5.6,4,1.78,4.94,3.69,1.7
Brazil,Serie_A,2020,10/10/2020,23:00,Coritiba,Fortaleza,0,0,D,2.82,2.97,2.93,2.83,3.04,3,2.72,2.91,2.84
Brazil,Serie_A,2020,10/10/2020,23:00,Palmeiras,Sao_Paulo,0,2,A,2.57,3.03,3.18,2.65,3.2,3.2,2.53,2.98,3.01
Brazil,Serie_A,2020,11/10/2020,01:00,Atletico-MG,Goias,3,0,H,1.26,6.5,10.68,1.28,7.01,11.42,1.25,6.22,9.59
Brazil,Serie_A,2020,11/10/2020,20:00,Fluminense,Bahia,1,0,H,2.49,3.26,3.09,2.49,3.32,3.2,2.37,3.17,3.03
Brazil,Serie_A,2020,11/10/2020,20:00,Santos,Gremio,2,1,H,3.42,3.03,2.43,3.6,3.14,2.5,3.32,3,2.33
Brazil,Serie_A,2020,11/10/2020,22:15,Atletico_GO,Bragantino,2,1,H,2.53,3.04,3.23,2.55,3.13,3.25,2.45,3.01,3.08
Brazil,Serie_A,2020,11/10/2020,22:15,Sport_Recife,Botafogo_RJ,1,2,A,2.58,3.12,3.08,2.6,3.2,3.2,2.47,3.04,3.02
Brazil,Serie_A,2020,12/10/2020,00:30,Ceara,Corinthians,2,1,H,2.18,3.26,3.72,2.2,3.26,3.8,2.14,3.16,3.58
Brazil,Serie_A,2020,12/10/2020,00:30,Internacional,Athletico-PR,2,1,H,1.8,3.35,5.45,1.83,3.6,5.78,1.78,3.26,5.17
Brazil,Serie_A,2020,13/10/2020,22:00,Flamengo_RJ,Goias,2,1,H,1.22,6.88,12.35,1.27,6.91,12.94,1.23,6.18,10.78
Brazil,Serie_A,2020,14/10/2020,22:00,Palmeiras,Coritiba,1,3,A,1.51,4.08,7.65,1.53,4.08,7.66,1.5,3.92,6.87
Brazil,Serie_A,2020,14/10/2020,23:15,Gremio,Botafogo_RJ,3,1,H,1.47,4.49,7.35,1.53,4.51,7.5,1.47,4.26,6.71
Brazil,Serie_A,2020,15/10/2020,00:30,Santos,Atletico_GO,0,1,A,2.22,3.41,3.45,2.31,3.6,3.56,2.15,3.32,3.33
Brazil,Serie_A,2020,15/10/2020,01:30,Athletico-PR,Corinthians,0,1,A,2.29,3.1,3.65,2.36,3.15,3.77,2.23,3,3.52
Brazil,Serie_A,2020,15/10/2020,01:30,Atletico-MG,Fluminense,1,1,D,1.45,4.61,7.49,1.53,4.95,7.58,1.45,4.49,6.53
Brazil,Serie_A,2020,15/10/2020,01:30,Sport_Recife,Internacional,3,5,A,4.5,3.12,2.03,4.8,3.3,2.06,4.32,3.07,1.98
Brazil,Serie_A,2020,16/10/2020,00:00,Flamengo_RJ,Bragantino,1,1,D,1.57,4.45,5.63,1.6,4.5,5.68,1.56,4.26,5.17
Brazil,Serie_A,2020,17/10/2020,00:00,Goias,Bahia,1,1,D,4.1,3.38,2.02,4.1,3.6,2.05,3.79,3.39,1.98
Brazil,Serie_A,2020,17/10/2020,23:00,Atletico_GO,Athletico-PR,1,1,D,2.5,3.04,3.29,2.55,3.2,3.4,2.44,2.98,3.11
Brazil,Serie_A,2020,17/10/2020,23:00,Coritiba,Santos,1,2,A,3.04,3.25,2.53,3.06,3.26,2.57,2.88,3.14,2.5
Brazil,Serie_A,2020,17/10/2020,23:00,Fluminense,Ceara,2,2,D,2.03,3.36,4.09,2.15,3.44,4.11,2.03,3.25,3.78
Brazil,Serie_A,2020,18/10/2020,01:00,Sao_Paulo,Gremio,0,0,D,2.19,3.01,4.09,2.21,3.36,4.09,2.12,3.03,3.81
Brazil,Serie_A,2020,18/10/2020,20:00,Corinthians,Flamengo_RJ,1,5,A,4.22,3.86,1.85,4.38,3.92,1.99,3.97,3.64,1.87
Brazil,Serie_A,2020,18/10/2020,22:15,Internacional,Vasco,2,0,H,1.51,4.39,6.73,1.55,4.63,8.4,1.49,4.08,6.76
Brazil,Serie_A,2020,19/10/2020,00:30,Bragantino,Sport_Recife,2,0,H,1.71,3.82,5.24,1.81,3.84,5.45,1.69,3.69,4.92
Brazil,Serie_A,2020,19/10/2020,00:30,Fortaleza,Palmeiras,2,0,H,3.4,3,2.47,3.46,3.2,2.57,3.23,2.96,2.4
Brazil,Serie_A,2020,20/10/2020,00:00,Bahia,Atletico-MG,3,1,H,5,3.94,1.71,5.08,4.02,1.8,4.64,3.84,1.7
Brazil,Serie_A,2020,20/10/2020,00:00,Botafogo_RJ,Goias,0,0,D,1.55,4.23,6.39,1.65,4.25,6.84,1.56,3.94,5.9
Brazil,Serie_A,2020,22/10/2020,01:30,Vasco,Corinthians,1,2,A,2.85,2.84,3.03,2.86,3.04,3.04,2.73,2.79,2.92
Brazil,Serie_A,2020,24/10/2020,21:00,Bragantino,Goias,2,0,H,1.42,4.84,7.86,1.45,5,7.86,1.4,4.74,7.1
Brazil,Serie_A,2020,24/10/2020,23:00,Ceara,Coritiba,2,1,H,1.95,3.38,4.41,2.02,3.5,4.42,1.93,3.27,4.14
Brazil,Serie_A,2020,25/10/2020,01:00,Atletico-MG,Sport_Recife,0,0,D,1.29,5.7,10.59,1.33,6.6,19,1.22,5.91,12.71
Brazil,Serie_A,2020,25/10/2020,19:00,Atletico_GO,Palmeiras,0,3,A,3.75,3.18,2.21,3.8,3.18,2.23,3.6,3.08,2.17
Brazil,Serie_A,2020,25/10/2020,19:00,Fluminense,Santos,3,1,H,2.48,3.09,3.27,2.53,3.4,3.27,2.44,3.07,3.06
Brazil,Serie_A,2020,25/10/2020,21:15,Athletico-PR,Gremio,1,2,A,2.31,3.04,3.69,2.45,3.15,3.7,2.38,2.93,3.32
Brazil,Serie_A,2020,25/10/2020,21:15,Internacional,Flamengo_RJ,2,2,D,2.98,3.12,2.65,3.06,3.2,2.75,2.85,3.1,2.57
Brazil,Serie_A,2020,31/10/2020,20:00,Botafogo_RJ,Ceara,2,2,D,2.37,3.28,3.15,2.39,3.4,3.25,2.32,3.22,3.08
Brazil,Serie_A,2020,31/10/2020,22:00,Corinthians,Internacional,1,0,H,3.42,3.12,2.38,3.5,3.2,2.47,3.26,3.07,2.32
Brazil,Serie_A,2020,31/10/2020,22:00,Coritiba,Atletico_GO,1,0,H,2.49,3.09,3.25,2.49,3.25,3.3,2.39,3.06,3.13
